produk_id,nama_produk,kategori,tanaman_target,fase_aplikasi,hama_penyakit,media_tanam,dosis_pemakaian,keyword,deskripsi,harga,stok,created at
94,Imidor 200 SL,Insektisida,"Padi, Cabai, Tomat, Kentang, Sayuran, Hortikultura","Vegetatif, Generatif","Wereng, Kutu Daun, Kutu Kebul, Thrips, Leafhopper, Planthopper","Tanah, Sawah, Lahan Terbuka","0,25–0,5 ml/L air","imidor,
imidor 200 sl,
imidacloprid,
obat wereng,
racun wereng,
insektisida wereng,
obat kutu daun,
obat kutu kebul,
obat thrips,
racun thrips,
insektisida sistemik,
obat hama penghisap,
pestisida padi,
obat wereng coklat,
obat daun keriting,
obat tanaman keriting,
obat kutu putih,
obat kutu tanaman,
hama penghisap daun,
pengendali wereng,
pengendali kutu daun,
insektisida cabai,
insektisida tomat,
insektisida padi","Imidor 200 SL merupakan insektisida sistemik berbahan aktif imidacloprid yang digunakan untuk mengendalikan hama penghisap seperti wereng, kutu daun, kutu kebul, dan thrips pada tanaman padi, cabai, tomat, kentang, dan berbagai tanaman hortikultura.

Produk ini banyak dicari petani sebagai obat wereng padi, racun wereng coklat, obat kutu daun cabai, obat kutu kebul tomat, serta pestisida untuk mengatasi daun keriting akibat serangan hama penghisap.

Gejala yang dapat dikendalikan antara lain daun menguning, daun keriting, pertumbuhan tanaman terhambat, tanaman kerdil, serangan kutu putih, dan populasi wereng yang tinggi.

Imidor bekerja secara sistemik sehingga diserap oleh tanaman dan memberikan perlindungan lebih lama terhadap hama penghisap.",90.000,15,
95,Zychate,Insektisida,"Cabai, Tomat, Padi, Jagung, Hortikultura","Vegetatif, Generatif","Ulat Grayak, Thrips, Kutu Daun, Penggerek","Tanah, Sawah","0,5–1 ml/L air","zychate,
obat ulat grayak,
racun ulat,
obat thrips,
obat kutu daun,
insektisida cabai,
insektisida tomat,
obat daun berlubang,
obat tanaman keriting,
obat hama cabai,
obat hama tomat,
pengendali penggerek,
racun serangga tanaman,
obat kutu tanaman,
obat serangga penghisap","Zychate merupakan insektisida yang digunakan untuk mengendalikan ulat grayak, thrips, kutu daun, dan hama penggerek pada tanaman cabai, tomat, padi, jagung, dan hortikultura.

Produk ini sering dicari sebagai obat ulat grayak cabai, racun thrips, obat kutu daun, dan pengendali tanaman yang mengalami daun berlubang maupun daun keriting akibat hama.

Gejala yang dapat dikendalikan meliputi kerusakan daun, pucuk keriting, bunga rontok, buah cacat, serta pertumbuhan tanaman yang terhambat akibat serangan serangga.",40.000,5,
96,Sagri Beat 7/30 WP,Insektisida,"Padi, Jagung, Kedelai, Cabai, Tomat, Kentang, Bawang Merah, Kubis","Vegetatif, Generatif","Ulat Grayak, Ulat Daun, Ulat Buah, Thrips, Penggerek Batang, Penggerek Buah","Sawah, Tanah, Lahan Terbuka","0,5 – 0,75 g/L (7,5 – 10 g/tangki 15L)","sagri beat,
sagri beat 730 wp,
obat ulat grayak,
obat ulat daun,
obat ulat buah,
obat penggerek batang,
obat penggerek buah,
obat thrips,
insektisida ulat,
racun ulat,
obat daun berlubang,
obat buah berlubang,
obat ulat padi,
obat ulat jagung,
obat ulat cabai,
obat sundep,
obat beluk,
racun penggerek batang,
pengendali ulat","Sagri Beat 7/30 WP merupakan insektisida sistemik berbahan aktif emamektin benzoat dan klorbenzuron yang digunakan untuk mengendalikan ulat grayak, ulat daun, ulat buah, penggerek batang, penggerek buah, dan thrips.

Produk ini banyak digunakan sebagai obat sundep padi, obat beluk, obat ulat grayak cabai, obat ulat jagung, serta pengendali penggerek batang dan buah.

Gejala yang dapat dikendalikan antara lain daun berlubang, batang padi mati pucuk, buah berlubang akibat larva, tanaman kerdil, dan kerusakan akibat serangan ulat pada fase vegetatif maupun generatif.",100.000,7,
97,Siodan,Fungisida,"Cabai, Tomat, Bawang Merah, Kentang, Sayuran, Hortikultura","Awal Vegetatif, Vegetatif, Generatif","Busuk Daun, Patek, Antraknosa, Bercak Daun, Hawar Daun","Tanah, Bedengan, Lahan Terbuka",1–2 g/ml per liter air (sesuai label),"siodan fungisida,
obat patek,
fungisida patek,
obat antraknosa,
obat busuk daun,
fungisida busuk daun,
obat bercak daun,
obat daun menguning,
obat daun menghitam,
obat buah busuk,
obat jamur cabai,
obat jamur tomat,
obat layu jamur,
obat penyakit tanaman,
obat cabai busuk,
obat patek cabai,
obat busuk buah cabai,
obat busuk batang,
obat jamur daun,
anti jamur tanaman,
pengendali penyakit jamur,
fungisida hortikultura,
obat hawar daun,
obat daun keriting karena jamur","Siodan Fungisida digunakan untuk mengendalikan penyakit akibat jamur seperti patek, antraknosa, busuk daun, bercak daun, dan hawar daun pada tanaman cabai, tomat, bawang merah, kentang, dan berbagai tanaman hortikultura.

Produk ini sering dicari petani sebagai obat patek cabai, obat busuk buah cabai, fungisida antraknosa, obat bercak daun, dan pengendali penyakit jamur tanaman.

Gejala yang dapat dikendalikan meliputi bercak coklat pada daun, buah cabai menghitam, busuk buah, daun menguning, daun kering, serta kerusakan tanaman akibat infeksi jamur.

Cocok digunakan sejak awal muncul gejala penyakit hingga fase generatif untuk menjaga kualitas hasil panen.",50.000,10,
98,Victory 80 WP,Fungisida,"Cabai, Tomat, Kentang, Bawang Merah, Sayuran","Vegetatif, Generatif","Busuk Daun, Bercak Daun, Patek, Jamur Daun","Tanah, Bedengan",1–2 g/L air,"Victory 80 wp,
fungisida factory,
obat patek,
obat busuk daun,
fungisida busuk daun,
obat bercak daun,
obat jamur tanaman,
obat jamur cabai,
obat jamur tomat,
obat buah busuk,
obat daun bercak,
obat daun kuning,
obat daun kering,
anti jamur tanaman,
fungisida sayuran,
obat penyakit daun,
obat antraknosa,
obat patek cabai,
obat busuk buah,
obat layu jamur","Victory 80 WP merupakan fungisida yang digunakan untuk mengendalikan berbagai penyakit jamur seperti patek, busuk daun, bercak daun, dan penyakit daun lainnya pada cabai, tomat, kentang, dan tanaman sayuran.

Produk ini banyak digunakan sebagai obat patek cabai, fungisida busuk daun tomat, obat bercak daun, dan pengendali penyakit akibat jamur pada fase vegetatif maupun generatif.

Gejala yang dapat dikendalikan meliputi daun bercak coklat, daun menguning, buah membusuk, batang menghitam, serta kerusakan tanaman akibat infeksi jamur.",85.000,15,
99,Bendas 50 WP,Fungisida,"Padi, Cabai, Tomat, Bawang Merah, Hortikultura","Vegetatif, Generatif","Blast, Bercak Daun, Busuk Daun, Patek","Sawah, Tanah",1–2 g/L air,"bendas 50 wp,
fungisida bendas,
obat blast,
obat kresek,
obat bercak daun,
obat busuk daun,
obat patek,
obat jamur padi,
fungisida padi,
obat daun kuning,
obat daun kering,
obat penyakit daun,
obat jamur cabai,
obat jamur tomat,
obat hawar daun,
pengendali penyakit jamur,
anti jamur tanaman,
obat busuk buah,
obat antraknosa","Bendas 50 WP merupakan fungisida yang digunakan untuk mengendalikan berbagai penyakit jamur seperti blast, bercak daun, busuk daun, dan patek pada tanaman padi maupun hortikultura.

Produk ini sering digunakan sebagai obat blast padi, fungisida bercak daun, obat patek cabai, dan pengendali penyakit daun akibat serangan jamur.

Gejala yang dapat dikendalikan antara lain bercak coklat pada daun, daun mengering, busuk daun, busuk buah, serta penurunan pertumbuhan akibat infeksi patogen jamur.",60.000,15,
100,Triactive Plus 70 WP,Fungisida,"Padi, Cabai, Tomat, Jagung, Bawang Merah","Vegetatif, Generatif","Blast, Hawar Daun, Bercak Daun, Busuk Daun","Sawah, Tanah",1–2 g/L air,"triactive plus,
triactive plus 70 wp,
fungisida padi,
obat blast,
obat hawar daun,
obat bercak daun,
obat jamur daun,
obat busuk daun,
obat patek,
obat kresek,
fungisida cabai,
fungisida tomat,
obat daun menguning,
obat daun kering,
anti jamur tanaman,
obat penyakit tanaman,
obat busuk batang,
obat antraknosa,
pengendali penyakit jamur","Triactive Plus 70 WP merupakan fungisida spektrum luas yang digunakan untuk mengendalikan blast, hawar daun, bercak daun, busuk daun, dan berbagai penyakit jamur pada tanaman padi, cabai, tomat, jagung, dan bawang merah.

Produk ini banyak dicari sebagai obat blast padi, obat hawar daun, fungisida busuk daun, serta pengendali penyakit jamur pada tanaman pangan dan hortikultura.

Gejala yang dapat dikendalikan meliputi daun bercak, daun mengering, daun menguning, busuk batang, serta gangguan pertumbuhan akibat infeksi jamur.",40.000,10,
101,Nordox 56 WP,Fungisida Bakterisida,"Cabai, Tomat, Kentang, Jeruk, Bawang Merah, Hortikultura","Awal Vegetatif, Vegetatif, Generatif","Patek, Busuk Daun, Bercak Daun, Hawar Daun, Bercak Bakteri","Tanah, Bedengan, Lahan Terbuka",1–3 g/L air,"nordox 56 wp,
fungisida nordox,
bakterisida nordox,
obat patek,
obat busuk daun,
obat bercak daun,
obat hawar daun,
obat bercak bakteri,
obat layu bakteri,
obat busuk buah,
obat antraknosa,
obat cabai busuk,
obat patek cabai,
obat daun berlubang karena bakteri,
obat jamur tanaman,
anti jamur tanaman,
anti bakteri tanaman,
fungisida bakterisida,
obat daun menghitam,
obat penyakit tanaman,
obat kresek,
pengendali penyakit bakteri,
pengendali penyakit jamur","Nordox 56 WP merupakan fungisida sekaligus bakterisida berbahan tembaga yang digunakan untuk mengendalikan penyakit jamur dan bakteri pada tanaman cabai, tomat, kentang, jeruk, bawang merah, dan berbagai tanaman hortikultura.

Produk ini sering digunakan sebagai obat patek cabai, obat busuk daun, obat bercak bakteri, fungisida antraknosa, dan pengendali penyakit tanaman akibat infeksi jamur maupun bakteri.

Gejala yang dapat dikendalikan meliputi buah cabai menghitam, bercak daun, busuk daun, daun menguning, bercak bakteri, serta kerusakan tanaman akibat serangan patogen.

Cocok digunakan sebagai tindakan pencegahan maupun pengobatan pada fase vegetatif dan generatif tanaman.",45.000,15,
102,Dithane M-45,Fungisida,"Cabai, Tomat, Kentang, Bawang Merah, Padi, Jagung, Sayuran","Awal Vegetatif, Vegetatif, Generatif","Busuk Daun, Patek, Antraknosa, Bercak Daun, Hawar Daun, Karat Daun","Tanah, Sawah, Lahan Terbuka",2–3 g/L air,"dithane m45,
dithane m-45,
fungisida dithane,
obat patek,
obat patek cabai,
fungisida patek,
obat busuk daun,
fungisida busuk daun,
obat antraknosa,
obat bercak daun,
obat hawar daun,
obat karat daun,
obat daun kuning,
obat daun menghitam,
obat daun kering,
obat buah busuk,
obat jamur tanaman,
obat penyakit tanaman,
anti jamur tanaman,
fungisida cabai,
fungisida tomat,
fungisida kentang,
fungisida bawang merah,
obat busuk buah cabai,
obat layu jamur,
pengendali penyakit jamur","Dithane M-45 merupakan fungisida kontak berbahan aktif mankozeb yang digunakan untuk mengendalikan berbagai penyakit jamur seperti busuk daun, patek, antraknosa, bercak daun, hawar daun, dan karat daun pada tanaman cabai, tomat, kentang, bawang merah, padi, jagung, dan sayuran.

Produk ini banyak digunakan sebagai obat patek cabai, fungisida busuk daun tomat, obat antraknosa, serta pengendali penyakit daun akibat serangan jamur.

Gejala yang dapat dikendalikan antara lain bercak coklat pada daun, daun menguning, daun mengering, buah membusuk, busuk daun, dan kerusakan tanaman akibat infeksi jamur.

Cocok diaplikasikan pada fase vegetatif hingga generatif sebagai tindakan pencegahan maupun pengendalian penyakit.",80.000,,
103,Bion M,Fungisida,"Cabai, Tomat, Kentang, Bawang Merah, Sayuran","Vegetatif, Generatif","Patek, Busuk Daun, Antraknosa, Bercak Daun, Jamur Daun","Tanah, Lahan Terbuka",1–2 g/L air,"bion m,
fungisida bion m,
obat patek,
obat patek cabai,
fungisida patek,
obat busuk daun,
obat antraknosa,
obat bercak daun,
obat jamur tanaman,
obat daun kuning,
obat daun menghitam,
obat daun bercak,
obat buah busuk,
obat penyakit tanaman,
anti jamur tanaman,
fungisida cabai,
fungisida tomat,
fungisida bawang,
obat busuk buah,
obat layu jamur,
pengendali penyakit jamur","Bion M merupakan fungisida yang digunakan untuk mengendalikan penyakit jamur seperti patek, antraknosa, busuk daun, bercak daun, dan penyakit daun lainnya pada tanaman cabai, tomat, kentang, bawang merah, dan sayuran.

Produk ini sering digunakan sebagai obat patek cabai, obat busuk daun tomat, fungisida antraknosa, serta pengendali penyakit jamur pada tanaman hortikultura.

Gejala yang dapat dikendalikan meliputi buah busuk, bercak daun, daun menguning, daun mengering, serta kerusakan tanaman akibat infeksi jamur.",110.000,5,
104,Demox 30 WP,Fungisida,"Cabai, Tomat, Bawang Merah, Kentang, Sayuran","Awal Vegetatif, Vegetatif, Generatif","Patek, Busuk Daun, Bercak Daun, Hawar Daun, Jamur Daun","Tanah, Lahan Terbuka",1–2 g/L air,"demox 30 wp,
fungisida demox,
obat patek,
obat busuk daun,
fungisida busuk daun,
obat bercak daun,
obat hawar daun,
obat jamur tanaman,
obat daun kuning,
obat daun kering,
obat daun menghitam,
obat penyakit tanaman,
obat buah busuk,
obat patek cabai,
obat antraknosa,
anti jamur tanaman,
fungisida cabai,
fungisida tomat,
fungisida bawang,
pengendali penyakit jamur","Demox 30 WP merupakan fungisida yang digunakan untuk mengendalikan penyakit jamur seperti patek, busuk daun, bercak daun, hawar daun, dan penyakit daun lainnya pada tanaman cabai, tomat, bawang merah, kentang, dan sayuran.

Produk ini banyak digunakan sebagai obat patek cabai, fungisida busuk daun, obat bercak daun, dan pengendali penyakit jamur pada tanaman hortikultura.

Gejala yang dapat dikendalikan meliputi bercak daun, daun menguning, daun mengering, buah membusuk, dan kerusakan tanaman akibat infeksi jamur.",50.000,7,
105,Copcide 77 WP,Fungisida Bakterisida,"Cabai, Tomat, Kentang, Jeruk, Bawang Merah, Hortikultura","Awal Vegetatif, Vegetatif, Generatif","Bercak Bakteri, Busuk Daun, Patek, Antraknosa, Hawar Daun","Tanah, Lahan Terbuka",2–3 g/L air,"copcide 77 wp,
fungisida copcide,
bakterisida copcide,
obat patek,
obat busuk daun,
obat bercak bakteri,
obat layu bakteri,
obat antraknosa,
obat bercak daun,
obat hawar daun,
obat jamur tanaman,
anti bakteri tanaman,
anti jamur tanaman,
obat cabai busuk,
obat buah busuk,
obat penyakit tanaman,
fungisida cabai,
fungisida tomat,
obat daun menguning,
pengendali penyakit bakteri,
pengendali penyakit jamur","Copcide 77 WP merupakan fungisida dan bakterisida berbahan tembaga yang digunakan untuk mengendalikan penyakit akibat jamur dan bakteri pada tanaman cabai, tomat, kentang, jeruk, bawang merah, dan tanaman hortikultura lainnya.

Produk ini sering digunakan sebagai obat patek cabai, obat bercak bakteri, fungisida antraknosa, obat busuk daun, serta pengendali penyakit tanaman akibat infeksi jamur dan bakteri.

Gejala yang dapat dikendalikan antara lain bercak daun, bercak bakteri, daun menguning, busuk buah, busuk daun, serta kerusakan tanaman akibat serangan patogen.",130.000,5,
106,Sagri Manzim,Fungisida,"Cabai, Tomat, Kentang, Bawang Merah, Padi, Jagung, Sayuran","Awal Vegetatif, Vegetatif, Generatif","Busuk Daun, Patek, Antraknosa, Bercak Daun, Karat Daun","Tanah, Sawah, Lahan Terbuka",2–3 g/L air,"sagri manzim,
fungisida sagri manzim,
mankozeb,
obat patek,
obat patek cabai,
fungisida patek,
obat busuk daun,
obat antraknosa,
obat bercak daun,
obat karat daun,
obat jamur tanaman,
obat daun kuning,
obat daun menghitam,
obat buah busuk,
obat penyakit tanaman,
anti jamur tanaman,
fungisida cabai,
fungisida tomat,
fungisida kentang,
fungisida bawang merah,
pengendali penyakit jamur","Sagri Manzim merupakan fungisida berbahan aktif mankozeb yang digunakan untuk mengendalikan penyakit jamur seperti busuk daun, patek, antraknosa, bercak daun, dan karat daun pada tanaman cabai, tomat, kentang, bawang merah, padi, jagung, dan berbagai tanaman sayuran.

Produk ini banyak digunakan sebagai obat patek cabai, fungisida busuk daun tomat, obat antraknosa, serta pengendali penyakit jamur pada tanaman hortikultura dan tanaman pangan.

Gejala yang dapat dikendalikan meliputi bercak daun, daun menguning, daun mengering, busuk buah, busuk daun, dan kerusakan tanaman akibat infeksi jamur.

Cocok digunakan sebagai pencegahan maupun pengobatan pada fase vegetatif hingga generatif tanaman.",110.000,5,
107,Roundup Biosorb 486 SL,Herbisida,"Kelapa Sawit, Karet, Kakao, Kopi, Teh, Jagung, Kedelai, Padi Gogo","Pra Tanam, Persiapan Lahan, Pasca Panen","Gulma Daun Lebar, Gulma Rumput, Teki-Tekian","Perkebunan, Sawah, Lahan Kering, Lahan Terbuka",5–10 ml/L air atau 2–6 L/ha,"roundup,
roundup biosorb,
obat rumput,
racun rumput,
pembasmi rumput,
herbisida rumput,
obat gulma,
racun gulma,
herbisida gulma,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
obat rumput liar,
herbisida kebun,
herbisida sawit,
herbisida karet,
obat lahan kosong,
bersih lahan,
semprot rumput,
obat gulma membandel,
glyphosate,
glifosat,
obat rumput sawit,
obat rumput jagung,
tot,
tanpa olah tanah","Roundup Biosorb 486 SL merupakan herbisida sistemik non selektif berbahan aktif glifosat yang digunakan untuk mengendalikan berbagai jenis gulma pada lahan pertanian dan perkebunan.

Produk ini banyak digunakan sebagai obat rumput, racun rumput, pembasmi alang alang, pengendali teki, dan herbisida gulma membandel pada perkebunan sawit, karet, kakao, kopi, teh, jagung, kedelai, dan padi gogo.

Gejala yang dapat dikendalikan antara lain lahan dipenuhi rumput liar, alang alang, gulma daun lebar, gulma rumput, dan teki yang mengganggu pertumbuhan tanaman utama.

Roundup bekerja secara sistemik dengan diserap melalui daun kemudian ditranslokasikan hingga ke akar sehingga gulma mati sampai ke perakarannya.

Cocok digunakan saat persiapan lahan, sistem tanpa olah tanah (TOT), maupun pembersihan kebun sebelum tanam.",145000,5,
108,Gol-Ok Herbisida,Herbisida,"Kelapa Sawit, Karet, Jagung, Tebu","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Rumput, Teki","Perkebunan, Lahan Terbuka",4–10 ml/L air,"golok,
gol-ok,
obat rumput,
racun rumput,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
herbisida kebun,
obat rumput sawit,
obat rumput karet,
obat lahan kosong,
bersih kebun,
semprot rumput,
gulma membandel,
rumput liar,
teki teki,
gulma daun lebar,
herbisida perkebunan,
racun gulma","Gol-Ok merupakan herbisida sistemik non selektif yang digunakan untuk mengendalikan berbagai jenis gulma pada lahan perkebunan dan pertanian.

Produk ini banyak digunakan sebagai obat rumput, racun alang alang, pengendali teki, serta pembersih lahan sebelum tanam.

Cocok untuk mengendalikan gulma daun lebar, rumput liar, dan teki yang tumbuh pada perkebunan sawit, karet, tebu, maupun lahan pertanian lainnya.

Herbisida ini bekerja dengan diserap melalui daun kemudian ditranslokasikan ke seluruh jaringan gulma hingga akar sehingga gulma mati secara menyeluruh.

Digunakan pada fase persiapan lahan dan pembersihan kebun sebelum budidaya tanaman.",60000,5,
109,Maxxfosate Neo 525 SL,Herbisida,"Kelapa Sawit, Karet, Perkebunan","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Rumput, Teki","Perkebunan, Lahan Terbuka","1,125–1,5 L/ha","maxxfosate,
maxxfosate neo,
obat rumput,
racun rumput,
glyphosate,
glifosat,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
semprot rumput,
herbisida sawit,
herbisida karet,
obat gulma kebun,
pembersih lahan,
gulma membandel,
rumput liar,
obat rumput perkebunan,
herbisida glifosat,
racun gulma","Maxxfosate Neo 525 SL merupakan herbisida sistemik non selektif berbahan aktif glifosat yang digunakan untuk mengendalikan gulma pada area perkebunan.

Produk ini sering digunakan sebagai obat rumput, racun alang alang, pengendali teki, dan herbisida gulma membandel pada kebun sawit dan karet.

Gejala yang dapat dikendalikan antara lain dominasi gulma daun lebar, gulma rumput, serta teki yang menghambat pertumbuhan tanaman utama.

Maxxfosate bekerja secara sistemik dengan ditranslokasikan hingga ke akar sehingga memberikan pengendalian gulma yang lebih tuntas.

Cocok diaplikasikan saat gulma tumbuh aktif dengan tingkat penutupan lahan tinggi.",70000,5,
110,Insta Max 240 SL,Herbisida,"Kelapa Sawit, Jagung, Karet","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Rumput Muda","Perkebunan, Lahan Terbuka",2–5 L/ha,"insta max,
instamax,
obat rumput,
racun rumput,
obat gulma,
herbisida kontak,
paraquat,
parakuat,
obat alang alang,
racun alang alang,
semprot rumput,
bersih kebun,
obat gulma cepat mati,
rumput cepat kering,
herbisida perkebunan,
obat lahan kosong,
racun gulma,
obat rumput sawit,
obat rumput jagung,
gulma muda","Insta Max 240 SL merupakan herbisida kontak yang bekerja cepat untuk mengendalikan gulma pada lahan pertanian dan perkebunan.

Produk ini banyak digunakan sebagai obat rumput, racun gulma, dan pembersih lahan sebelum tanam karena mampu mengeringkan gulma dalam waktu singkat.

Efektif mengendalikan gulma daun lebar, rumput muda, dan berbagai gulma yang tumbuh pada kebun sawit, jagung, dan karet.

Cara kerja produk adalah merusak jaringan hijau gulma secara langsung sehingga gulma cepat layu dan mati.

Cocok digunakan untuk pembersihan kebun dan persiapan lahan budidaya.",65.000,7,
111,Neoxone 276 SL,Herbisida,"Kelapa Sawit, Kakao, Jagung, Padi TOT","Pra Tanam, Persiapan Lahan","Gulma Daun Lebar, Gulma Rumput, Teki","Perkebunan, Sawah TOT, Lahan Terbuka","1,5–3 L/ha","neoxone,
neoxone 276,
obat rumput,
racun rumput,
paraquat,
parakuat,
obat alang alang,
racun alang alang,
obat teki,
racun teki,
semprot rumput,
obat gulma sawit,
obat gulma kakao,
obat gulma jagung,
obat rumput padi,
tot,
tanpa olah tanah,
gulma membandel,
rumput liar,
racun gulma cepat","Neoxone 276 SL merupakan herbisida kontak berbahan aktif parakuat diklorida yang digunakan untuk mengendalikan gulma pada perkebunan dan lahan pertanian.

Produk ini banyak digunakan sebagai obat rumput, racun alang alang, pengendali teki, serta pembersih lahan sebelum tanam pada perkebunan sawit, kakao, jagung, dan sistem padi tanpa olah tanah.

Gejala yang dapat dikendalikan antara lain pertumbuhan gulma daun lebar, gulma rumput, dan teki yang menutupi lahan budidaya.

Neoxone bekerja dengan merusak jaringan hijau tanaman gulma secara cepat sehingga gulma mengering dan mati.

Cocok digunakan untuk mempercepat persiapan lahan dan pengendalian gulma pada areal perkebunan.",65000,5,
112,Supremo 480 SL,Herbisida,"Kelapa Sawit, Karet, Kakao, Teh, Kopi, Jagung","Pra Tanam, Persiapan Lahan, Pasca Panen","Gulma Daun Lebar, Gulma Rumput, Alang-Alang, Teki-Tekian","Perkebunan, Lahan Kering, Lahan Terbuka",5–10 ml/L air atau 2–6 L/ha,"supremo, supremo 480 sl, herbisida supremo, obat rumput, racun rumput, pembasmi rumput, obat gulma, racun gulma, obat alang alang, racun alang alang, obat teki, racun teki, rumput liar, herbisida sawit, herbisida karet, herbisida jagung, pembersih lahan, semprot rumput, bersih kebun, gulma membandel, herbisida glifosat, glifosat, glyphosate, obat rumput kebun, obat rumput sawit, tot, tanpa olah tanah","Supremo 480 SL merupakan herbisida sistemik non selektif berbahan aktif isopropil amina glifosat 480 g/L yang digunakan untuk mengendalikan berbagai jenis gulma pada lahan pertanian dan perkebunan.

Produk ini banyak digunakan sebagai obat rumput, racun rumput, pembasmi alang alang, pengendali teki, dan herbisida gulma membandel pada tanaman kelapa sawit, karet, kakao, teh, kopi, dan jagung.

Gejala yang dapat dikendalikan antara lain pertumbuhan rumput liar, alang alang, gulma daun lebar, gulma rumput, dan teki teki yang menutupi area perakaran tanaman budidaya.

Supremo bekerja secara sistemik dengan diserap melalui daun lalu ditranslokasikan hingga ke akar sehingga gulma mati secara menyeluruh sampai ke bagian bawah tanah.

Produk ini sering digunakan pada sistem tanpa olah tanah (TOT), pembersihan kebun, persiapan lahan sebelum tanam, dan pengendalian gulma pada areal perkebunan produktif.",60000,5,
113,Metsulindo 20 WG,Herbisida,"Kelapa Sawit TBM, Karet, Tebu, Lahan Perkebunan",Pasca Tumbuh Gulma (Post Emergence),"Gulma Daun Lebar, Gulma Semusim, Gulma Berkayu Muda","Perkebunan, Lahan Kering",10–50 gram/ha atau sesuai rekomendasi lapangan,"metsulindo, metsulfuron methyl, herbisida metsulindo, obat gulma daun lebar, racun gulma daun lebar, pembasmi semak, obat semak liar, racun semak, herbisida sawit, herbisida karet, obat gulma kebun, gulma bandotan, gulma sembung rambat, gulma kirinyuh, gulma berkayu, gulma semusim, gulma tahunan, semprot gulma, pembersih kebun, obat rumput kebun, pengendali gulma perkebunan, sulfonilurea, sulfonylurea herbicide","Metsulindo merupakan herbisida selektif sistemik berbahan aktif metsulfuron methyl dari golongan sulfonilurea yang digunakan untuk mengendalikan gulma daun lebar dan semak pada lahan perkebunan.

Produk ini banyak digunakan sebagai obat gulma daun lebar, pembasmi semak liar, pengendali gulma berkayu muda, dan herbisida perkebunan pada tanaman kelapa sawit, karet, dan tebu.

Gejala yang dapat dikendalikan antara lain pertumbuhan gulma bandotan, kirinyuh, sembung rambat, gulma semusim, serta berbagai gulma daun lebar yang sulit dikendalikan dengan herbisida biasa.

Metsulindo bekerja secara sistemik dengan menghambat pembelahan sel pada jaringan gulma sehingga pertumbuhan gulma berhenti, menguning, kemudian mati secara bertahap.

Produk ini cocok digunakan pada areal perkebunan yang didominasi gulma daun lebar dan semak berkayu muda untuk menjaga kebersihan lahan dan mengurangi kompetisi unsur hara.",45000,5,
114,Ridomil Gold MZ 68 WG,Fungisida,"Tomat, Kentang, Melon, Jeruk, Kakao","Vegetatif, Generatif Awal","Busuk Daun, Embun Bulu, Hawar Daun, Downy Mildew, Phytophthora","Tanah, Bedengan, Lahan Terbuka",2–3 gram/liter air,"fungisida busuk daun,
obat busuk daun,
obat hawar daun,
fungisida hawar daun,
obat embun bulu,
fungisida embun bulu,
obat phytophthora,
fungisida tomat,
fungisida kentang,
obat daun menghitam,
obat daun gosong,
obat daun bercak coklat,
obat tanaman layu,
fungisida melon,
fungisida kakao,
fungisida jeruk,
obat penyakit jamur,
obat daun keriting karena jamur,
fungisida sistemik,
obat busuk batang,
obat busuk buah,
obat daun kuning,
pengendali penyakit tanaman","Ridomil Gold MZ 68 WG merupakan fungisida sistemik dan kontak berbahan aktif mefenoxam 4% dan mankozeb 64% yang digunakan untuk mengendalikan penyakit busuk daun, embun bulu, hawar daun, dan penyakit yang disebabkan oleh jamur Oomycetes.

Produk ini banyak digunakan sebagai obat busuk daun tomat, fungisida kentang, obat embun bulu melon, serta pengendali penyakit Phytophthora pada tanaman hortikultura.

Gejala yang dapat dikendalikan antara lain daun menghitam, daun layu, bercak coklat, busuk batang, busuk buah, dan kerusakan akibat infeksi jamur.

Cocok digunakan pada fase vegetatif hingga generatif awal sebagai perlindungan dan pengobatan penyakit tanaman.",35000,5,
115,Blastgone 75 WP,Fungisida,Padi,"Vegetatif, Pembentukan Malai","Blas, Blast, Pyricularia oryzae",Sawah,1–2 sachet/tangki,"fungisida blas,
obat blas padi,
obat daun padi bercak,
fungisida padi,
obat penyakit blast,
obat padi terbakar,
fungisida pyricularia,
obat bercak belah ketupat,
obat daun padi kering,
obat penyakit leher malai,
fungisida sawah,
obat padi kuning,
obat daun padi rusak,
pengendali penyakit padi,
obat jamur padi","Blastgone 75 WP merupakan fungisida sistemik berbahan aktif tricyclazole 750 g/kg yang digunakan untuk mengendalikan penyakit blas pada tanaman padi.

Produk ini sering digunakan sebagai obat blas padi, fungisida blast, dan pengendali penyakit Pyricularia oryzae yang menyebabkan kerusakan pada daun maupun leher malai.

Gejala yang dapat dikendalikan antara lain bercak belah ketupat pada daun, daun mengering, malai kosong, dan penurunan hasil panen akibat penyakit blas.

Cocok diaplikasikan pada fase vegetatif hingga pembentukan malai.",35000,5,
